word,frequency
MOCKITO_PROXY_MARKER,3
tooFewActualInvocations,3
ModuleSystemFound,3
DoAnswerStyleStubbing,3
EndsWith,3
privateLookup,3
invocationListenerThrewException,3
EntryIterator,3
strongMockRef,3
superCall,3
mockMethodAdvice,3
TypeBasedCandidateFilter,3
BaseStubber,3
isVoid,3
isClosed,3
calls,3
notAMockPassedToVerify,3
hashCodeAndEqualsSafeSet,3
UnsupportedOperationException,3
visitTypeInsn,3
Same,3
actualParameterizedType,3
objectOutputStream,3
trimSuspendParameterTypes,3
ReflectionMemberAccessor,3
duration,3
argumentInstances,3
VerificationWithTimeout,3
smartPrinter,3
GenericArrayReturnType,3
isListenerDirty,3
createAllLocationsMessage,3
isMocked,3
hook,3
SoftReference,3
SequenceNumber,3
injected,3
DispatcherDefaultingToRealMethod,3
VerificationCollectorImpl,3
stream,3
baseAllInvocations,3
unsupportedCombinationOfAnnotations,3
MODULE_ALIAS,3
LazyHolder,3
withMockFeatures,3
withFullyQualifiedName,3
createStrict,3
constructorMockableParamsSize,3
CapturingMatcher,3
injectonBaseSuffix,3
paramTypes,3
PotentialStubbingProblem,3
getStackSize,3
verifiedOnly,3
createTooManyInvocationsMessage,3
createTooFewInvocationsMessage,3
WrapperT,3
delete,3
ABSTRACT,3
TooFewActualInvocations,3
loadImpl,3
DefaultTestFinishedEvent,3
getUnusedStubbings,3
removeAll,3
ConstructorInjection,3
valueType,3
cannotCallAbstractRealMethod,3
classVisitor,3
filterRequested,3
NotGenericReturnTypeSupport,3
getDeclaredConstructors,3
markVerifiedInOrder,3
MockedConstructionImpl,3
wantedArgIndexIsVarargAndSameTypeAsReturnType,3
ExceptionFactory,3
genericMetadataSupport,3
threwException,3
ASM_API,3
typeMockability,3
UsingLookup,3
getStubbingsAscending,3
isMockedStatic,3
JVM_NAME,3
getCleanerThread,3
reflectionAppend,3
ERROR_MESSAGE,3
computeIfAbsent,3
mockTypeMatches,3
ByteArrayOutputStream,3
ignoreForVerification,3
ALOAD,3
collectAndReport,3
previousValue,3
MATCH_EACH_VARARGS_WITH_LAST_MATCHER,3
matcherCount,3
matchingStubbings,3
fieldOwnedBy,3
mutex,3
ForDeclaredMethods,3
nullPassedToVerifyNoMoreInteractions,3
TreeMap,3
subMatchersCount,3
foundUnusedStub,3
IdentityHashMap,3
markStubbed,3
Builder,3
MockScanner,3
impls,3
thenCallRealMethod,3
unmodifiableList,3
getBackingMap,3
fieldInitialisationThrewException,3
checkedIterable,3
findNext,3
MethodParameterStrippingMethodVisitor,3
shouldIncludeContextLoader,3
MockitoSessionLoggerAdapter,3
packagePrivate,3
ConsoleSpammingMockitoJUnitRunner,3
assertMocksNotEmpty,3
ReturnsDeepStubsSerializationFallback,3
VerificationWrapperInOrderWrapper,3
actualFirstBound,3
pullVerificationMode,3
addInterfaces,3
Contains,3
genericType,3
getWarnings,3
TypeVariableReturnType,3
ParameterAddingClassVisitor,3
locationsOfUsedStubbings,3
isInlineClassWithAssignableUnderlyingType,3
RETURNS_SMART_NULLS,3
initialize,3
MockitoMockObjectInputStream,3
currentIndex,3
injectMockCandidatesOnFields,3
JAVA_LANG_ACCESS,3
toFrames,3
getDefaultPlugin,3
TooLittleActualInvocations,3
UnfinishedStubbingException,3
addReads,3
MockCreationValidator,3
addExports,3
label,3
asErasure,3
isReturnOnSuccess,3
runnerClass,3
release,3
getFieldFromHierarchy,3
extractGeneric,3
number,3
AtLeast,3
resetBuilder,3
ForWriteReplace,3
TWO_SUB_MATCHERS,3
toIterable,3
serializationSupport,3
setMatchersToBeDescribedWithExtraTypeInfo,3
methodHandles,3
InstantiatorProvider2Adapter,3
markStubUsed,3
previousInOrder,3
NoArgConstructorInstantiator,3
registerTypeVariableIfNotPresent,3
Lock,3
registeredTypes,3
TypeSafeMatching,3
notAMockPassedToVerifyNoMoreInteractions,3
compareTo,3
handleStatic,3
WRAPPER,3
buffer,3
defaultName,3
captureFrom,3
File,3
Runner,3
expectedMatchersSize,3
isOverridden,3
illegalAccess,3
ForwardsInvocations,3
ignoreStubs,3
findGenericInterface,3
hashSet,3
Find,3
Or,3
ArgumentsProcessor,3
pullLocalizedMatchers,3
readObject,3
getContextClassLoader,3
startMocking,3
referenceType,3
constructorArgsString,3
RETURNS_SELF,3
MismatchReportingTestListener,3
boxedValue,3
actualBuilder,3
singletonList,3
forEachMatcherAndArgument,3
decamelized,3
CompareEqual,3
enclosing,3
WithLookup,3
getMocks,3
lastLocation,3
StubInfoImpl,3
rawInterface,3
MockitoLoggerAdapter,3
InlineBytecodeGenerator,3
subclassEngine,3
resolveTypeInstances,3
FailureDetector,3
getMatcher,3
Converter,3
getGenericType,3
MockitoMockObjectOutputStream,3
foundUnstubbed,3
invokedMock,3
answerCallback,3
isComingFromJDK,3
LenientCopyTool,3
argumentType,3
TooManyActualInvocations,3
wrapper,3
AnswersWithDelay,3
recordedMatchers,3
ArgumentMatchers,3
MockitoDebugger,3
inheritValue,3
MOCKITO_CONFIGURATION_CLASS_NAME,3
hasAnswersForStubbing,3
ConstructorShortcut,3
argLengths,3
WeakReference,3
theInvocation,3
getDefaultPluginClass,3
ReducingIterator,3
MissingMethodInvocationException,3
stripped,3
wrapInOrder,3
OpenedClassReader,3
mismatchesReported,3
getStaticFieldValue,3
tmpStack,3
ParameterizedReturnType,3
noInteractions,3
CrossClassLoaderSerializationProxy,3
MockInjection,3
Enumeration,3
FieldDescription,3
InlineConstructionMockControl,3
thenInject,3
qualifiedName,3
suspicious,3
foundStubCalledWithDifferentArgs,3
ParameterDescription,3
NoInteractions,3
ft,3
AdditionalMatchers,3
NameBasedCandidateFilter,3
ExceptionFactoryImpl,3
hasNonPublicTypeReference,3
matchersPrinter,3
onStubbingLookup,3
parameterDescription,3
reporting,3
countMockableParams,3
getDeclaredMethod,3
notifyVerificationStarted,3
missingByteBuddyDependency,3
newHasBetterParam,3
SmartNullPointerException,3
bis,3
output,3
findAnswerFor,3
InjectMocksException,3
is,3
outerInstance,3
alternatePlugin,3
listenerDirty,3
getTargetException,3
ReflectionEquals,3
mockNameMatches,3
IndependentAnnotationEngine,3
getMatcherApplicationStrategyFor,3
baseUnusedStubs,3
ThrowsSmartNullPointer,3
createWantedButNotInvokedMessage,3
thrown,3
FromParameterizedTypeGenericMetadataSupport,3
AbstractThrowsException,3
argumentValue,3
InstantiatorProviderAdapter,3
contextLoader,3
CannotStubVoidMethodWithReturnValue,3
originalSettings,3
FromClassGenericMetadataSupport,3
exceptionTypes,3
genericInterface,3
callRealMethod,3
checkSelfCall,3
StaticMethodCall,3
readPluginClass,3
serializedMock,3
node,3
UnfinishedVerificationException,3
descInstance,3
access,3
unwrapTo,3
initializationError,3
inferredArgumentType,3
constructorB,3
DefaultMockitoSession,3
constructorA,3
possibleArgumentTypesOf,3
getAllValues,3
mockInvocationsCounter,3
valueClass,3
closeQuietly,3
graphs,3
isAnyActualMultiline,3
ReferenceQueue,3
valueOf,3
getAllStubbings,3
deeper,3
MockStrongReference,3
CrossClassLoaderSerializableMock,3
MatchersPrinter,3
DefaultMockitoConfiguration,3
getDeclaredMethods,3
mockStrictness,3
invocationString,3
IdentitySet,3
doCreateMock,3
getAnswers,3
JUnitTestRule,3
Equality,3
sourceLookup,3
createStatement,3
ParameterWritingVisitorWrapper,3
PreferredT,3
simpleNameOfArgument,3
hasRawExtraInterfaces,3
factory,3
existingParamType,3
additionalMessage,3
AbstractAwareMethod,3
ERROR_UNSUPPORTED_NUMBER_OF_MATCHERS,3
isExportedUnqualified,3
prepare,2
constructorBMockableParamsSize,2
anyMap,2
isWantedMultiline,2
newProxyInstance,2
captureArgument,2
parentMock,2
tryGetPluginAnnotationEngine,2
validateMatchers,2
injectMocksOnFields,2
R,2
ObjectMethodsGuru,2
setListenerDirty,2
expectedMatchersCount,2
throwIfAlreadyAssigned,2
initialStrictness,2
handleVerifyException,2
JarFile,2
AtomicLong,2
MockitoHamcrest,2
ObjenesisStd,2
getNotMatchingArgsWithSameName,2
v,2
wrap,2
retainAll,2
RemoveIgnoredForVerification,2
toBeThrownNext,2
isBridge,2
delegatedMethodDoesNotExistOnDelegate,2
orderedInstanceFieldsFrom,2
expectedArgumentType,2
DefaultLenientStubber,2
anyCollection,2
isDeclaredBy,2
sortSuperTypesLast,2
ignoreAlso,2
cleanerThread,2
compiler,2
setInvocationForPotentialStubbing,2
useTransients,2
findPluginClass,2
evaluateSafely,2
withFilter,2
mockedTypeIsInconsistentWithDelegatedInstanceType,2
validatedStaticSettings,2
validateUnusedStubs,2
validateType,2
verifyZeroInteractions,2
ConstructorStrategy,2
validateInput,2
MockHandlerFactory,2
currentInvocation,2
write,2
validateArgumentTypeCompatibility,2
install,2
collectionSize,2
StrictnessSelector,2
clearListeners,2
createRegisteredInvocations,2
copyValues,2
findFirstUnverifiedInOrder,2
WithReflection,2
isFromMockitoRunner,2
additions,2
heading,2
withoutAnnotations,2
invalidArgumentPositionRangeAtInvocationTime,2
getAnnotations,2
ReturnsSmartNulls,2
clearInlineMocks,2
BufferedReader,2
cannotInjectDependency,2
clearInlineMock,2
appendLastMatcherNTimes,2
getInternalState,2
returnsDeepStubsAnswerUsing,2
readerFlags,2
needingInjection,2
delegateChains,2
DefaultStackTraceCleaner,2
indexesOfSuspiciousArgs,2
newDeepStubMock,2
setMultiline,2
notifyStubbedAnswerLookup,2
delegatedMethodHasWrongReturnType,2
returnsPrimitive,2
ReentrantReadWriteLock,2
NOT_NULL,2
createAllLocationsArgsMessage,2
JVM_VENDOR,2
visitCode,2
withInitial,2
parameterClasses,2
setCurrentStrictness,2
rawArgumentCount,2
checkItemsNotNull,2
setValue,2
typeInstanceString,2
upperBounds,2
varargLength,2
F_FULL,2
input,2
withParams,2
addOpens,2
WeakHashMap,2
mockAccess,2
getMocksToBeVerifiedInOrder,2
isVarargMatcher,2
usingConstructorWithFancySerializable,2
primitiveOrWrapperType,2
validate,2
visitFrame,2
getParent,2
extraInterface,2
extraInterfacesRequiresAtLeastOneInterface,2
converter,2
CLASS,2
findSimilarInvocation,2
ReadWriteLock,2
willReturnLastParameter,2
last,2
InvocationsFinder,2
incorrectUseOfAdditionalMatchers,2
getUnusedStubbingsByLocation,2
getArgumentsLine,2
withMethodCall,2
getAnnotation,2
requiresAtLeastOneListener,2
incorrectUseOfApi,2
isSuccessful,2
cannotCreateTimerWithNegativeDurationTime,2
StubbingComparator,2
junit,2
extraInterfacesAcceptsOnlyInterfaces,2
CODEGEN_PACKAGE,2
parseInt,2
cannotMockClass,2
CAPS,2
DELEGATE,2
setInternalState,2
validateExtraInterfaces,2
isDefaultFinalizer,2
compatibleReturnTypes,2
nullResultGuardian,2
printHeader,2
isMockDispatcher,2
isNullOrEmpty,2
processInjectMocks,2
handleSpyAnnotation,2
assertNoIncompatibleAnnotations,2
stubValue,2
InterruptedException,2
ONE_SUB_MATCHER,2
classfileBuffer,2
createArgumentsAreDifferentException,2
argumentsToMatchers,2
getData,2
PrintWriter,2
multipleMatchingConstructors,2
MockAnnotationProcessor,2
doesNothing,2
doubleThat,2
ICONST_0,2
genericTypeOf,2
unboxImpl,2
invocationComparator,2
moreThanOneAnnotationNotAllowed,2
getFileName,2
getOnly,2
ConcurrentMap,2
JarOutputStream,2
MAX_LINE_LENGTH,2
mockedStatic,2
appendWarnings,2
computeStackTraceInformation,2
SpyOnInjectedFieldsHandler,2
toInstanceName,2
newVerificationMode,2
getConstructors,2
padding,2
parameterType,2
ThreadSafeMockingProgress,2
Only,2
unfinishedMockingSession,2
anotherCandidateMatchesMockName,2
floatThat,2
defaultAnswerDoesNotAcceptNullParameter,2
spyAnnotationEngine,2
andThen,2
trim,2
JVM_VENDOR_VERSION,2
TYPE_SAFE_MATCHING_ACTION,2
extraInterfacesCannotContainMockedType,2
isMismatchesReported,2
constructorAMockableParamsSize,2
areArraysEqual,2
NoSuchFieldException,2
orderedInvocations,2
InvocationsPrinter,2
ForStatic,2
emitWarnings,2
ObjenesisInstantiator,2
dataInOrder,2
OS_VERSION,2
toStringEquals,2
hackClassNameToMatchNewlyCreatedClass,2
originalMockSettings,2
candidateLoader,2
DISABLED,2
MissingInvocationChecker,2
createMockFor,2
returnValue,2
candidateField,2
invocationListenersContainsType,2
aClass,2
callable,2
linesToBreak,2
tryLookup,2
potentialArgMismatches,2
getSuspiciouslyNotMatchingArgsIndexes,2
anyList,2
printMap,2
StrictStubs,2
action,2
areSameMocks,2
isAnnotatedBy,2
undesiredAnnotationOne,2
stubPassedToVerify,2
getPollingPeriodMillis,2
candidateMethodName,2
isCounting,2
BOOTSTRAP_LOCK,2
decamelizeMatcherName,2
isMockOrSpy,2
ArgumentMatchingTool,2
nullPassedToWhenMethod,2
notAMockPassedToWhenMethod,2
InvocationHandler,2
DYNAMIC,2
mockResolvers,2
loadClass,2
areArrayLengthsEqual,2
indexOf,2
emptyStream,2
anyObject,2
maxLocals,2
TestRule,2
newName,2
ByteArrayInputStream,2
Visibility,2
position,2
transform,2
GloballyConfiguredAnswer,2
getInvocationForStubbing,2
Error,2
additionalType,2
willNothing,2
callback,2
tryConstructorInjection,2
printStubInfo,2
OS_NAME,2
isConsecutive,2
newMessage,2
isNotNull,2
getException,2
getText,2
classFrom,2
nullPassedWhenCreatingInOrder,2
POP,2
AtomicBoolean,2
JAVA_8_DEV_VERSION_SCHEME,2
setMethodForStubbing,2
getDelegate,2
getResources,2
onVerificationStarted,2
spyInstance,2
objectThatIsAssignableFrom,2
getBoolean,2
JAVA_VERSION,2
inferArgumentType,2
withMocks,2
findPluginClasses,2
paramsMatch,2
mockitoSession,2
fieldAnnotationProcessor,2
hasInvocationForPotentialStubbing,2
noArg,2
RunnerProvider,2
notFinalOrStatic,2
StubbingLookupNotifier,2
anyIterable,2
NumberOfInvocationsChecker,2
withSettingsUsing,2
InOrderContextImpl,2
maybeRedefineMockName,2
getWantedCount,2
openStream,2
Stack,2
processAnnotationForMock,2
expandArgs,2
isAvailable,2
prepareExtraInterfaces,2
redundantMockitoListener,2
deepStub,2
SpyAnnotationEngine,2
StringUtil,2
verifyNoMoreInteractionsInOrder,2
MockitoDebuggerImpl,2
shouldHaveNoInteractions,2
validateMockedType,2
safelyMatches,2
floatToIntBits,2
createStrictStubs,2
reportUnused,2
recordedMatchersSize,2
unusedStubsFinder,2
signature,2
selectMatchingName,2
AdditionalAnswers,2
DOUBLE,2
CloneNotSupportedException,2
stackTraceCleanerProvider,2
checkNotEnum,2
isMatchesMethod,2
getStubbingInfo,2
testLevelStrictness,2
onFields,2
MatcherGenericTypeExtractor,2
getPluralizedActualCount,2
TypeValidation,2
propagateSerializationSettings,2
Typing,2
indexOfNextPair,2
lastTestClassInstance,2
setSerializableMode,2
processIndependentAnnotations,2
expandedArguments,2
defineField,2
simpleClassName,2
findMatchingChunk,2
excludedFieldList,2
DefaultAnswerValidator,2
params2,2
newSet,2
params1,2
constructed,2
onArgument,2
printReturnType,2
ins,2
fullyQualifiedClassName,2
SingleRegisteredInvocation,2
isAndroid,2
causeMessage,2
checkParameterized,2
reportUnusedStubs,2
inOrderRequiresFamiliarMock,2
linePrefix,2
getFirstMatchingChunk,2
listenerType,2
fieldInstanceNeedingInjection,2
validateConstructorUse,2
getGenericComponentType,2
isA,2
injectMocksFieldOwner,2
deserializedMock,2
DefaultInternalRunner,2
stubbingFound,2
GenericMaster,2
isMultiLine,2
matchesTypeSafe,2
injectMocksField,2
TriesToReturnSelf,2
assureCanReadMockito,2
JVM_INFO,2
mocksHaveToBePassedWhenCreatingInOrder,2
DefaultRegisteredInvocations,2
visitLabel,2
notifyMethodCall,2
emptyIntStream,2
biggestConstructor,2
isCompatible,2
getTimer,2
onlyVoidMethodsCanBeSetToDoNothing,2
DefaultInvocationFactory,2
removeAlreadyVerified,2
argumentResolver,2
findFirstMatchingUnverifiedInvocation,2
getSerializationSupport,2
printReturnedValueOrThrowable,2
ForLoadedType,2
simpleArgumentResolver,2
validatedSettings,2
retransformClasses,2
anySet,2
ID,2
TypePool,2
classesWithSameSimpleName,2
existingCtor,2
annotationType,2
isAssignableFromWrapper,2
checkSupportedCombination,2
exit,2
invalidArgumentRangeAtIdentityAnswerCreationTime,2
evaluateConstructor,2
undesiredAnnotationTwo,2
jarfile,2
potentialStubbingProblem,2
checkNotAbstract,2
mockedTypeIsInconsistentWithSpiedInstanceType,2
relayProcessToNextStrategy,2
visitParameter,2
checkNumberOfInvocationsNonGreedy,2
unfinishedVerificationException,2
unsortedFields,2
defaultReadObject,2
targetType,2
PRIVATE,2
getGenericSuperclass,2
ClassPathLoader,2
Sort,2
getMode,2
InjectingAnnotationEngine,2
getArgumentsBlock,2
memberAccessor,2
typing,2
assertCompatibleTypes,2
unfinishedStubbing,2
typePool,2
mockResolver,2
mocksHaveToBePassedToVerifyNoMoreInteractions,2
addConsecutiveAnswer,2
addPreparedMocks,2
findPreviousVerifiedInOrder,2
objenesis,2
areArrayElementsEqual,2
tooManyActualInvocationsInOrder,2
expandedArgumentCount,2
reason,2
createMockitoMethod,2
findTypeFromGeneric,2
NOTHING,2
withArgument,2
tooMany,2
loadConfiguration,2
SuperTypesLastSorter,2
isCompareToMethod,2
setAnswersForStubbing,2
cnfe,2
FieldList,2
usingConstructor,2
decamelizeClassName,2
GenericTypeExtractor,2
DefaultInjectionEngine,2
argumentsAreDifferent,2
resolveGenericType,2
getInvocationFactory,2
isContinuationType,2
matchingInvocations,2
PropertyAndSetterInjection,2
causingClassName,2
FrameworkMethod,2
acquireFieldInstance,2
paramsException,2
MOCKING_PROGRESS_PROVIDER,2
objectsLength,2
classes,2
shouldHaveNoMoreInteractions,2
compareFieldsByName,2
cannotVerifyToString,2
mockReplacementStarted,2
mockitoProxyClassMarker,2
statement,2
wantedMethodName,2
noMoreInteractionsWantedInOrder,2
isGroovyMethod,2
SINGLETON,2
initializeInjectMocksField,2
forAnnotation,2
DefaultMockitoFramework,2
getDeclaringType,2
targetBaseClass,2
printFooter,2
ByteBuddyAgent,2
InvocationMarker,2
onStaticMockCreated,2
isFromMockitoRule,2
TerminalMockCandidateFilter,2
item,2
getLastValue,2
isSet,2
undesiredAnnotations,2
smartNullPointerException,2
mockReplacementCompleted,2
inlineClassWithoutUnboxImpl,2
genericTypeOfMatcher,2
checkedExceptionInvalid,2
booleanThat,2
ONE_MATCHER_PER_ARGUMENT,2
noMatchingConstructor,2
ReturnsMocks,2
ObjectStreamClass,2
invokeConstructor,2
NO_CONSTRUCTORS,2
unboxInlineClassIfPossible,2
getSystemClassLoader,2
expectedSubMatchersCount,2
addTo,2
nullField,2
visitMaxs,2
isAnnotatedByMockOrSpy,2
wantedAtMostX,2
SET_PREFIX,2
filterFirst,2
readActualTypeParameters,2
fullyQualifiedNameFor,2
extraInterfacesDoesNotAcceptNullParameters,2
makeStandardArgument,2
marker,2
CaptorAnnotationProcessor,2
expandVarArgs,2
isLastMatcherVarargMatcher,2
getActualCount,2
forClass,2
getDeclaredField,2
StrictStubsRunnerTestListener,2
classesOrAliases,2
notifyMethodCallException,2
visit,2
wrongTypeReturnedByDefaultAnswer,2
testStarted,2
allInvocationMatchers,2
wantedArgumentPositionIsValidForInvocation,2
TestMethodsFinder,2
maxStack,2
noInteractionsWanted,2
proxy,2
Assigner,2
preparedMock,2
endsWith,2
exceptionCauseMessageIfAvailable,2
hasTestMethods,2
AnswerFunctionalInterfaces,2
tooManyActualInvocations,2
noArgumentValueWasCaptured,2
Queue,2
componentType,2
RemoveToString,2
getMatcherApplicationType,2
cv,2
NoAction,2
tryPropertyOrFieldInjection,2
setMatchersToBeDescribedWithFullName,2
KOTLIN_EXPERIMENTAL_CONTINUATION,2
fireTestFailure,2
getFirst,2
loadImpls,2
actualStrictness,2
createConfig,2
spyNewInstance,2
getStubbingStrictness,2
hideRecursiveCall,2
classToSpy,2
isValidException,2
checkNotInner,2
checkNotInterface,2
equalArguments,2
isFromMockito,2
cannotInitializeForInjectMocksAnnotation,2
counter,2
isMultiline,2
getActuals,2
JUnitFailureHacker,2
getGenericReturnType,2
id,2
ie,2
cannotStubWithNullThrowable,2
ForReadObject,2
canRecoverFromFailure,2
doubleToLongBits,2
visitMethod,2
injectMockCandidates,2
ensureMockIsAssignableToMockedType,2
visitJumpInsn,2
typeIsNonStaticInnerClass,2
defaultConfiguration,2
assertWantedIsVerifiable,2
onVerification,2
defaultReturn,2
checkNotLocal,2
JAVA_8_RELEASE_VERSION_SCHEME,2
withBefores,2
verificationInOrderMode,2
typeIsPrivateAbstractInnerClass,2
reportNoSubMatchersFound,2
noArgConstructorOf,2
KOTLIN_CONTINUATION,2
underlyingType,2
currentTimeMillis,2
nsfe,2
copyToMock,2
Locale,2
Closeable,2
unboxUnderlyingValueIfNeeded,2
inOrderWrappedVerificationMode,2
neverWantedButInvoked,2
mockIsValid,2
NULL,2
mv,2
resolveClass,2
cannotStubVoidMethodWithAReturnValue,2
toClassName,2
tyoeName,2
getRawReturnType,2
ANEWARRAY,2
timesToAppendLastMatcher,2
ANY,2
mockitoLogger,2
getTypeName,2
NoOpTestListener,2
NoModuleSystemFound,2
wrongTypeOfArgumentToReturn,2
misplacedArgumentMatcher,2
getVerificationError,2
oldHandler,2
longThat,2
recordDeepStubAnswer,2
classNamesToBeDescribedWithFullName,2
getObject,2
readResolve,2
BlockJUnit4ClassRunner,2
PRELOAD,2
getDelegateMethod,2
emptyDoubleStream,2
emptyLongStream,2
stripCommentAndWhitespace,2
byParameterNumber,2
ArgumentMatcherStorageImpl,2
mockType,2
wantedButNotInvokedInOrder,2
byteThat,2
getStatic,2
unncessaryStubbingException,2
resetInvocationForPotentialStubbing,2
intThat,2
were_exactly_x_interactions,2
fieldWasInitializedUsingContructorArgs,2
mockIsCurrentlyBeingReplaced,2
appendArray,2
setterName,2
AASTORE,2
ObjectOutputStream,2
loadPlugins,2
assertNoAnnotations,2
ClassInjector,2
Proxy,2
param,2
validateReturnValueFor,2
setAnswers,2
descriptionOf,2
extraTypeInfoFor,2
returnTypeSupport,2
copyToRealObject,2
setMock,2
AtLeastXNumberOfInvocationsChecker,2
determineStrictness,2
weak,2
createFrom,2
flat,2
notMarkedAsAMockitoMock,2
writerFlags,2
shortThat,2
containsAll,2
copyOf,2
notAMockPassedWhenCreatingInOrder,2
rootClass,2
IsIllegal,2
nullOnNonInlineConstruction,2
queue,2
printChar,2
charThat,2
JAVA_V6,2
JAVA_V5,2
ModuleMemberAccessor,2
MockitoJUnit,2
readLines,2
mockCandidateFilter,2
getRegisteredInvocations,2
writeObject,2
findTypeFromGenericInArguments,2
argument5,2
needsSamePackageClassLoader,2
DefaultMockitoSessionBuilder,2
getGenericInterfaces,2
invalidUseOfMatchers,2
BASIC,2
superEquals,2
verboseLogging,2
PrintStream,2
pollingPeriod,2
onInjection,2
getArgumentType,2
printInvocation,2
shouldHaveZeroInteractions,2
visitFieldInsn,2
DynamicType,1
getRepresentative,1
STATIC,1
doWriteReplace,1
annotateType,1
ElementMatchers,1
protectionDomain,1
appendToBootstrapClassLoaderSearch,1
FCONST_0,1
CONSTRUCTOR_INTERNAL_NAME,1
same,1
after,1
ForLoadedMethod,1
unreflectConstructor,1
k,1
addTransformer,1
annotateClass,1
isTransient,1
getLast,1
empty,1
anyString,1
getImplementationTitle,1
IFNULL,1
DefaultInstantiatorProvider,1
fillInStackTrace,1
returnsSecondArg,1
answerTo,1
putNextEntry,1
BOOLEAN_TYPE,1
getSuperClass,1
nullable,1
CheckReturnValue,1
returnsFirstArg,1
StringDescription,1
StubMethod,1
peek,1
names,1
hasType,1
locate,1
CHECKCAST,1
defineMethod,1
createTestDescription,1
lang,1
forEach,1
Node,1
getLastInvocation,1
anyFloat,1
equalsIgnoreCase,1
forJavaHierarchy,1
isRetransformClassesSupported,1
spyAndDelegateAreMutuallyExclusive,1
LCONST_0,1
SortedMap,1
withParameters,1
pop,1
ofBeanProperty,1
deleteOnExit,1
addFirst,1
NotExtensible,1
getBytes,1
INTEGER,1
AbstractBase,1
jdkField,1
lastIndexOf,1
clearAll,1
SynchronizationState,1
anyLong,1
onlyIfOpenTestIsNotAvailable,1
serialVersionUid,1
asSignatureToken,1
keyClazz,1
reverse,1
anyIterableOf,1
isAnnotatedWith,1
GETFIELD,1
METHOD,1
fetchFrom,1
Ownership,1
getMockitoMethod,1
debug,1
JarEntry,1
findOrInsert,1
getSize,1
withModifiers,1
MethodRule,1
Matchers,1
Sets,1
ClassFileTransformer,1
findSourceFile,1
ILOAD,1
test,1
BindingPriority,1
createTempFile,1
anyByte,1
replaceAll,1
redefine,1
ignore,1
DEFAULT,1
deleteCharAt,1
INCLUDING_RECEIVER,1
BDDMockito,1
ofThisVm,1
delegatesTo,1
PLAIN,1
cmpEq,1
anySetOf,1
answersWithDelay,1
unreflectSetter,1
PUTFIELD,1
NO_OP,1
WithInlineExpunction,1
getUpperBounds,1
writeText,1
anyCollectionOf,1
getSort,1
anyInt,1
asBoxed,1
doIdentityEquals,1
hasDescriptor,1
getConstructor,1
setDaemon,1
doIdentityHashCode,1
allDeclaredFieldsOf,1
initCause,1
enableResolveObject,1
toGenericString,1
UnmodifiableClassException,1
getOrDefault,1
singletonMap,1
MockitoMethodProxy,1
NoSuchMethodError,1
DefaultStackTraceCleanerProvider,1
rule,1
stubbingLookupEvent,1
anyChar,1
doReadObject,1
closeEntry,1
ReentrantLock,1
WEAK,1
throwing,1
MethodAttributeAppender,1
anyShort,1
isMemberClass,1
onlyIfJUnitIsNotAvailable,1
capture,1
findStatic,1
Fields,1
verificationEvent,1
SimpleKey,1
declaredFieldsOf,1
returns,1
toHexString,1
isModifiableClass,1
isNative,1
getMockRef,1
addSuppressed,1
Test,1
returnsArgAt,1
InitializationError,1
isEnum,1
INVOKESPECIAL,1
clone,1
NoSuchElementException,1
anyListOf,1
assignedValues,1
withDefaultConfiguration,1
AssertionFailedError,1
PARAMETER,1
ConcurrentLinkedQueue,1
setPriority,1
Composable,1
getLastLocation,1
UNINITIALIZED_THIS,1
toSet,1
verboseMatchers,1
ComparisonFailure,1
collect,1
FLOAT,1
opentest4j,1
define,1
keySet,1
injectMocks,1
isDeclaredOnInterface,1
nextElement,1
asDefined,1
java,1
ConsoleMockitoLogger,1
DCONST_0,1
ClassFileLocator,1
nameStartsWith,1
replaceFirst,1
returnsElementsOf,1
attribute,1
addFirstListener,1
ExceptionInInitializerError,1
syntheticField,1
CONSTRUCTOR,1
serializableProxy,1
PACKAGE,1
toUpperCase,1
Disabled,1
US,1
CopyOnWriteArrayList,1
Factory,1
getResourceAsStream,1
INJECTION,1
SuppressSignatureCheck,1
MethodVisitorWrapper,1
anyDouble,1
ofNullable,1
anyVararg,1
orElseGet,1
PUBLIC,1
SortedSet,1
ProtectionDomain,1
MIN_PRIORITY,1
BaseMatcher,1
withBinders,1
unmodifiableSet,1
anyMapOf,1
IF_ICMPEQ,1
fieldWasInitialized,1
getAndIncrement,1
isLocalClass,1
invokable,1
SOFT,1
interceptSuperCallable,1
setName,1
MAX_VALUE,1
hasParameters,1
UsingReflection,1
ACONST_NULL,1
getRealMethod,1
getLowerBounds,1
unreflect,1
MockitoHint,1
timeout,1
collector,1
StackSize,1
SecurityException,1
invokeSuper,1
testRule,1
MILLISECONDS,1
anyBoolean,1
getDisplayName,1
serializableWontWorkForObjectsThatDontImplementSerializable,1
returnsLastArg,1
InternalMockHandler,1
ENGLISH,1
whereAny,1
split,1
cannotInitializeForSpyAnnotation,1
annotatedBy,1
TRUE,1
FileOutputStream,1
firstOf,1
FileWriter,1
keepTop,1
interceptAbstract,1
InputStreamReader,1
DUP_X1,1
DUP_X2,1
accept,1
getGenericParameterTypes,1
isAndroidMockMakerRequired,1
mockConstructionWithAnswer,1
Simple,1
unreflectGetter,1
LONG,1
RandomString,1
